"","F","Catch","SSB"
"ES-Fstable-0.75",1.4164602965788,1.00921699977635,0.809848510943128
"AIM-0.75",1.4075484112687,1.01333650869756,0.803414712598182
"ES-FM-0.75",1.3411467749259,0.902375454107816,0.837087801643162
"ES-FSPR-0.75",1.30481122334443,0.896574352456774,0.833019285573875
"Itarget-1",1.47915297227478,0.90706437685181,0.909927694292365
"ES-Frecent-1",1.25845299388543,0.922070615233121,1.01089969670955
"Ensemble-1",1.93354786219407,0.947456710168784,0.778635200221998
"Islope-1",1.80929466680452,0.918191038922948,0.851709459645224
"PlanB-1",0.911435898742634,0.872995224326552,1.19679112646068
"Ensemble-0.75",0.93016636966785,0.85990906421914,1.08080213214568
"Itarget-0.75",1.04308475301083,0.839742241016292,1.0284323933484
"DLM-1",0.743204444609991,0.763608860145156,1.32348239159485
"CC-FM-0.75",0.207260694294865,0.361671332926777,2.02036013746019
"CC-FSPR-0.75",0.209171926745954,0.363495179826724,2.01470179403895
"PlanB-0.75",0.246370481469888,0.368746683142537,2.05256787820774
"ES-Frecent-0.75",0.29328269936847,0.436354105976202,1.97015015952853
"DLM-0.75",0.199222838935249,0.270411908830028,2.18088832552223
"CC-FM-1",0.473332009356265,0.603130240276638,1.57224102713157
"CC-FSPR-1",0.464672604927245,0.594194535079161,1.58019842580188
"Islope-0.75",0.419497241802697,0.550571889691477,1.71824905714662
"ES-Fstable-1",2.5934908240129,1.06622452014225,0.607142948762355
"AIM-1",2.58614567091207,1.06604551233987,0.603669693099258
"ES-FM-1",2.31386104734455,0.973124067422593,0.667342790080186
"ES-FSPR-1",2.16415035093198,0.971878232749078,0.671255991647598
"Skate-0.75",3.0608404171604,1.00361360588499,0.615012210391141
"Skate-1",4.87922128266947,1.05500641716187,0.479003615769679
